Age,Weight,Breed,Gender,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease
14.0,3.2,Maine Coon,Female,fever,hair loss,increased thirst,itching,5,no,no,no,yes,no,no,yes,no,no,39.5,189,chronic kidney disease
1.0,5.4,Siamese,Female,fever,itching,nasal discharge,red skin,4,no,no,no,yes,no,no,yes,yes,no,39.5,234,skin allergy
11.0,6.6,Indian Domestic,Male,eye discharge,lethargy,nasal discharge,red eyes,4,no,yes,no,yes,no,no,no,yes,yes,38.6,163,feline conjunctivitis
12.0,6.1,Persian,Male,increased thirst,lethargy,vomiting,weight loss,7,no,yes,no,no,no,no,no,no,no,38.3,176,chronic kidney disease
3.0,3.3,Maine Coon,Male,vomiting,none,none,none,1,no,yes,no,no,no,no,no,no,no,38.1,179,feline panleukopenia
5.0,6.7,Persian,Male,fever,increased thirst,sunken eyes,vomiting,1,no,yes,no,no,no,no,no,no,yes,39.5,203,chronic kidney disease
6.0,4.0,Maine Coon,Female,lethargy,none,none,none,4,no,no,no,no,no,no,no,no,no,38.4,174,gastritis
2.0,5.6,Bengal,Female,bloated abdomen,dry gums,lethargy,pale gums,2,no,no,no,no,no,no,no,no,yes,38.6,186,anemia
6.0,5.0,Siamese,Female,lethargy,loss of appetite,vomiting,none,4,yes,yes,no,no,no,no,no,no,no,38.2,174,gastritis
10.0,2.8,Indian Domestic,Male,dry gums,lethargy,loss of appetite,sunken eyes,1,yes,no,no,no,no,no,no,no,yes,38.7,185,chronic kidney disease
14.0,2.9,Indian Domestic,Male,fever,lethargy,none,none,1,no,no,no,no,no,no,no,no,no,39.5,234,feline panleukopenia
10.0,4.8,Siamese,Female,lethargy,sunken eyes,weight loss,none,2,no,no,no,no,no,no,no,no,yes,38.7,182,dehydration
14.0,6.4,Siamese,Male,bloated abdomen,blood in urine,diarrhea,eye discharge,2,no,no,yes,no,no,no,no,no,yes,38.5,175,feline conjunctivitis
4.0,4.6,Maine Coon,Female,blood in urine,frequent urination,none,none,5,no,no,no,no,no,no,no,no,no,38.9,194,urinary tract infection
13.0,4.6,Bengal,Female,lethargy,loss of appetite,vomiting,weakness,5,yes,yes,no,no,no,no,no,no,no,38.9,196,anemia
9.0,5.6,Bengal,Female,lethargy,pale gums,weakness,none,1,no,no,no,no,no,no,no,no,no,39.0,190,anemia
12.0,5.8,Indian Domestic,Male,lethargy,loss of appetite,vomiting,none,3,yes,yes,no,no,no,no,no,no,no,38.6,166,gastritis
9.0,2.9,Persian,Male,lethargy,loss of appetite,vomiting,none,4,yes,yes,no,no,no,no,no,no,no,38.4,178,gastritis
15.0,2.9,Persian,Female,bloated abdomen,blood in urine,diarrhea,frequent urination,2,no,no,yes,no,no,no,no,no,no,38.6,173,urinary tract infection
2.0,5.9,Indian Domestic,Female,increased thirst,lethargy,weight loss,none,1,no,no,no,no,no,no,no,no,no,38.8,204,chronic kidney disease
4.0,6.3,Indian Domestic,Female,bloated abdomen,diarrhea,dry gums,lethargy,4,no,no,yes,no,no,no,no,no,yes,37.8,193,dehydration
10.0,2.9,Bengal,Male,bloated abdomen,diarrhea,none,none,2,no,no,yes,no,no,no,no,no,no,38.5,199,worm infestation
15.0,6.6,Bengal,Male,diarrhea,dry gums,lethargy,sunken eyes,1,no,yes,yes,no,no,no,no,no,yes,38.9,172,anemia
13.0,6.0,Siamese,Male,diarrhea,dry gums,itching,lethargy,3,no,no,yes,no,no,no,yes,no,yes,38.7,162,dehydration
11.0,6.5,Bengal,Female,lethargy,pale gums,weakness,none,3,no,no,no,no,no,no,no,no,no,38.4,183,anemia
11.0,3.5,Maine Coon,Female,lethargy,sunken eyes,none,none,4,no,no,no,no,no,no,no,no,yes,38.3,193,dehydration
8.0,5.4,Maine Coon,Male,bloated abdomen,diarrhea,lethargy,loss of appetite,2,yes,yes,yes,no,no,no,no,no,no,38.1,193,gastritis
8.0,6.4,Indian Domestic,Female,bloated abdomen,diarrhea,red eyes,weight loss,3,no,no,yes,no,no,no,no,no,yes,38.7,168,feline conjunctivitis
6.0,4.0,Siamese,Female,fever,nasal discharge,sneezing,none,3,no,no,no,yes,no,no,no,yes,no,39.5,222,upper respiratory infection
14.0,5.5,Persian,Male,lethargy,weakness,none,none,10,no,no,no,no,no,no,no,no,no,38.8,178,anemia
15.0,3.3,Indian Domestic,Female,diarrhea,dry gums,lethargy,sunken eyes,1,no,yes,yes,no,no,no,no,no,yes,38.7,172,dehydration
15.0,7.0,Indian Domestic,Female,diarrhea,fever,increased thirst,lethargy,5,no,yes,yes,no,no,no,no,no,no,39.5,222,anemia
15.0,2.5,Maine Coon,Male,diarrhea,fever,increased thirst,lethargy,1,no,yes,yes,no,no,no,no,no,no,39.5,214,chronic kidney disease
11.0,6.0,Indian Domestic,Male,bloated abdomen,diarrhea,eye discharge,loss of appetite,4,yes,yes,yes,no,no,no,no,no,yes,38.5,177,feline conjunctivitis
15.0,2.9,Siamese,Male,dry gums,lethargy,sunken eyes,weakness,3,no,no,no,no,no,no,no,no,yes,38.3,177,anemia
11.0,3.3,Siamese,Male,diarrhea,weight loss,none,none,2,no,no,yes,no,no,no,no,no,no,38.9,174,worm infestation
5.0,4.1,Indian Domestic,Male,fever,nasal discharge,red eyes,none,3,no,no,no,no,no,no,no,yes,yes,39.5,219,feline conjunctivitis
11.0,3.1,Persian,Male,lethargy,loss of appetite,sneezing,vomiting,3,yes,yes,no,yes,no,no,no,no,no,38.1,171,gastritis
14.0,4.5,Bengal,Female,hair loss,itching,lethargy,painful urination,7,no,no,no,no,no,no,yes,no,no,38.8,188,anemia
10.0,5.8,Maine Coon,Female,diarrhea,pale gums,weakness,none,3,no,no,yes,no,no,no,no,no,no,38.4,184,anemia
13.0,6.5,Indian Domestic,Female,hair loss,itching,loss of appetite,none,3,yes,no,no,no,no,no,yes,no,no,38.5,181,gastritis
1.0,3.2,Maine Coon,Female,itching,lethargy,none,none,2,no,no,no,no,no,no,yes,no,no,38.5,198,dehydration
2.0,2.8,Bengal,Male,diarrhea,dry gums,eye discharge,lethargy,1,no,no,yes,no,no,no,no,no,yes,38.7,181,dehydration
11.0,2.9,Bengal,Male,bloated abdomen,diarrhea,dry gums,red eyes,4,no,no,yes,no,no,no,no,no,yes,38.7,169,dehydration
5.0,6.9,Indian Domestic,Female,increased thirst,lethargy,pale gums,vomiting,4,no,yes,no,no,no,no,no,no,no,39.4,166,anemia
7.0,6.3,Indian Domestic,Male,eye discharge,fever,increased thirst,lethargy,2,no,no,no,yes,no,no,no,yes,yes,39.5,203,chronic kidney disease
6.0,5.7,Indian Domestic,Female,dry gums,lethargy,pale gums,sunken eyes,2,no,yes,no,no,no,no,no,no,yes,38.9,192,anemia
7.0,6.1,Bengal,Female,diarrhea,increased thirst,lethargy,none,3,no,no,yes,no,no,no,no,no,no,38.9,162,chronic kidney disease
6.0,6.3,Siamese,Female,bloated abdomen,lethargy,loss of appetite,vomiting,2,yes,yes,no,no,no,no,no,no,no,38.5,188,gastritis
10.0,4.2,Maine Coon,Female,red skin,none,none,none,1,no,no,no,no,no,no,no,no,no,38.6,180,skin allergy
5.0,3.9,Persian,Male,bloated abdomen,diarrhea,lethargy,nasal discharge,1,no,no,yes,yes,no,no,no,yes,no,38.7,198,anemia
15.0,4.2,Maine Coon,Male,bloated abdomen,diarrhea,weight loss,none,3,no,no,yes,no,no,no,no,no,no,38.5,178,worm infestation
1.0,3.0,Persian,Female,loss of appetite,vomiting,none,none,7,yes,yes,no,no,no,no,no,no,no,38.4,198,gastritis
14.0,6.5,Maine Coon,Male,bloated abdomen,diarrhea,frequent urination,lethargy,2,no,no,yes,no,no,no,no,no,no,38.6,178,feline panleukopenia
11.0,3.1,Persian,Male,eye discharge,fever,nasal discharge,red eyes,3,no,no,no,no,no,no,no,yes,yes,39.5,210,feline conjunctivitis
12.0,2.5,Siamese,Female,eye discharge,fever,lethargy,red eyes,2,no,no,no,no,no,no,no,no,yes,39.5,216,feline conjunctivitis
9.0,6.3,Bengal,Female,increased thirst,loss of appetite,sunken eyes,none,4,yes,no,no,no,no,no,no,no,yes,38.7,196,chronic kidney disease
11.0,3.4,Bengal,Female,frequent urination,hair loss,lethargy,painful urination,2,no,no,no,no,no,no,yes,no,no,38.4,161,anemia
12.0,5.8,Persian,Male,fever,lethargy,nasal discharge,pale gums,4,no,no,no,yes,no,no,no,yes,no,39.5,232,anemia
1.0,5.7,Maine Coon,Male,bloated abdomen,diarrhea,lethargy,pale gums,5,no,no,yes,no,no,no,no,no,no,38.7,181,anemia
4.0,4.2,Persian,Female,lethargy,weight loss,none,none,2,no,no,no,no,no,no,no,no,no,39.2,178,chronic kidney disease
7.0,4.6,Indian Domestic,Male,lethargy,weakness,none,none,3,no,no,no,no,no,no,no,no,no,39.0,171,anemia
4.0,4.2,Persian,Male,blood in urine,frequent urination,painful urination,none,3,no,no,no,no,no,no,no,no,no,38.6,163,urinary tract infection
5.0,3.4,Indian Domestic,Female,diarrhea,fever,lethargy,vomiting,3,no,yes,yes,no,no,no,no,no,no,39.5,223,feline panleukopenia
7.0,6.2,Maine Coon,Female,fever,nasal discharge,none,none,14,no,no,no,no,no,no,no,yes,no,39.5,200,upper respiratory infection
5.0,6.4,Indian Domestic,Male,diarrhea,fever,hair loss,lethargy,2,no,yes,yes,no,no,no,yes,no,yes,39.5,214,dehydration
10.0,4.7,Persian,Male,bloated abdomen,blood in urine,diarrhea,dry gums,4,no,no,yes,no,no,no,no,no,yes,38.4,194,dehydration
10.0,5.1,Maine Coon,Female,eye discharge,red eyes,none,none,1,no,no,no,no,no,no,no,no,yes,38.6,195,feline conjunctivitis
8.0,3.8,Bengal,Male,dry gums,lethargy,sunken eyes,none,2,no,no,no,no,no,no,no,no,yes,38.5,197,dehydration
12.0,5.2,Siamese,Male,bloated abdomen,diarrhea,increased thirst,lethargy,1,no,no,yes,no,no,no,no,no,no,37.9,174,chronic kidney disease
6.0,6.5,Siamese,Male,bloated abdomen,eye discharge,lethargy,sunken eyes,5,no,no,no,no,no,no,no,no,yes,38.1,176,dehydration
2.0,6.1,Maine Coon,Female,lethargy,loss of appetite,vomiting,none,2,yes,yes,no,no,no,no,no,no,no,38.4,216,gastritis
1.0,6.1,Persian,Male,fever,nasal discharge,sneezing,none,4,no,no,no,yes,no,no,no,yes,no,39.5,239,upper respiratory infection
3.0,6.5,Persian,Male,lethargy,sunken eyes,none,none,3,no,no,no,no,no,no,no,no,yes,38.1,197,dehydration
5.0,2.6,Siamese,Male,blood in urine,dry gums,eye discharge,squinting,4,no,no,no,no,no,no,no,no,yes,38.4,170,dehydration
6.0,4.6,Indian Domestic,Female,blood in urine,none,none,none,3,no,no,no,no,no,no,no,no,no,38.6,195,urinary tract infection
10.0,5.3,Persian,Female,dry gums,sunken eyes,none,none,3,no,no,no,no,no,no,no,no,yes,38.5,190,dehydration
7.0,4.0,Siamese,Male,fever,lethargy,nasal discharge,sneezing,3,no,no,no,yes,no,no,no,yes,no,39.5,204,chronic kidney disease
2.0,6.4,Bengal,Male,fever,lethargy,pale gums,none,1,no,no,no,no,no,no,no,no,no,39.5,226,anemia
15.0,4.7,Maine Coon,Female,diarrhea,fever,lethargy,painful urination,1,no,yes,yes,no,no,no,no,no,no,39.5,208,feline panleukopenia
9.0,6.9,Maine Coon,Female,fever,hair loss,increased thirst,lethargy,3,no,no,no,no,no,no,yes,no,no,39.5,220,chronic kidney disease
6.0,6.1,Bengal,Female,bloated abdomen,diarrhea,lethargy,none,3,no,no,yes,no,no,no,no,no,no,38.5,193,feline panleukopenia
10.0,4.5,Indian Domestic,Male,bloated abdomen,blood in urine,diarrhea,frequent urination,14,no,yes,yes,no,no,no,no,no,no,38.3,177,feline panleukopenia
1.0,6.5,Bengal,Female,blood in urine,nasal discharge,sneezing,vomiting,2,no,yes,no,yes,no,no,no,yes,no,38.1,181,feline panleukopenia
9.0,3.1,Persian,Female,dry gums,lethargy,nasal discharge,pale gums,2,no,no,no,yes,no,no,no,yes,yes,39.0,170,anemia
13.0,4.0,Persian,Male,eye discharge,lethargy,pale gums,none,4,no,no,no,no,no,no,no,no,yes,38.3,197,anemia
6.0,5.6,Persian,Male,fever,frequent urination,nasal discharge,none,4,no,no,no,no,no,no,no,yes,no,39.5,222,upper respiratory infection
8.0,5.0,Bengal,Female,lethargy,loss of appetite,pale gums,vomiting,3,yes,yes,no,no,no,no,no,no,no,38.5,198,anemia
12.0,4.0,Indian Domestic,Male,lethargy,weight loss,none,none,4,no,no,no,no,no,no,no,no,no,38.5,164,chronic kidney disease
7.0,3.7,Maine Coon,Male,eye discharge,red eyes,squinting,weakness,3,no,no,no,no,no,no,no,no,yes,38.7,165,anemia
8.0,6.0,Persian,Male,fever,nasal discharge,none,none,3,no,no,no,no,no,no,no,yes,no,39.5,211,upper respiratory infection
8.0,6.7,Bengal,Male,eye discharge,squinting,none,none,1,no,no,no,no,no,no,no,no,yes,38.5,198,feline conjunctivitis
13.0,5.1,Maine Coon,Female,increased thirst,lethargy,none,none,2,no,no,no,no,no,no,no,no,no,38.1,176,chronic kidney disease
6.0,3.5,Maine Coon,Male,fever,hair loss,increased thirst,nasal discharge,4,no,no,no,yes,no,no,yes,yes,no,39.5,209,chronic kidney disease
15.0,4.5,Indian Domestic,Female,eye discharge,hair loss,itching,red skin,3,no,no,no,no,no,no,yes,no,yes,38.4,161,feline conjunctivitis
13.0,3.7,Siamese,Female,lethargy,painful urination,pale gums,weakness,2,no,no,no,no,no,no,no,no,no,38.2,191,anemia
1.0,5.3,Indian Domestic,Male,diarrhea,fever,painful urination,none,2,no,no,yes,no,no,no,no,no,no,39.5,212,feline panleukopenia
6.0,4.6,Siamese,Male,nasal discharge,sneezing,none,none,1,no,no,no,yes,no,no,no,yes,no,38.5,194,upper respiratory infection
7.0,2.8,Persian,Male,lethargy,sunken eyes,weight loss,none,4,no,no,no,no,no,no,no,no,yes,38.5,162,chronic kidney disease
3.0,4.7,Siamese,Male,bloated abdomen,diarrhea,hair loss,lethargy,4,no,no,yes,no,no,no,yes,no,no,38.6,180,anemia
3.0,3.5,Persian,Male,lethargy,loss of appetite,sunken eyes,vomiting,2,yes,yes,no,no,no,no,no,no,yes,38.6,193,dehydration
9.0,3.6,Persian,Female,bloated abdomen,diarrhea,hair loss,red skin,4,no,no,yes,no,no,no,yes,no,no,38.3,191,skin allergy
14.0,3.1,Indian Domestic,Male,red eyes,none,none,none,2,no,no,no,no,no,no,no,no,yes,38.3,162,feline conjunctivitis
14.0,6.9,Maine Coon,Male,blood in urine,fever,frequent urination,lethargy,14,no,no,no,yes,no,no,no,yes,no,39.5,196,gastritis
4.0,2.8,Siamese,Female,red eyes,none,none,none,2,no,no,no,no,no,no,no,no,yes,38.6,196,feline conjunctivitis
1.0,4.0,Bengal,Female,increased thirst,lethargy,vomiting,weight loss,7,no,yes,no,no,no,no,no,no,no,38.9,180,chronic kidney disease
8.0,3.5,Maine Coon,Female,eye discharge,increased thirst,lethargy,pale gums,1,no,no,no,no,no,no,no,no,yes,38.7,195,anemia
4.0,3.5,Maine Coon,Female,diarrhea,fever,increased thirst,lethargy,3,no,yes,yes,no,no,no,no,no,yes,39.5,207,chronic kidney disease
3.0,5.7,Bengal,Female,diarrhea,lethargy,pale gums,sneezing,5,no,no,yes,yes,no,no,no,no,no,38.1,198,anemia
14.0,6.7,Bengal,Female,increased thirst,lethargy,weight loss,none,2,no,no,no,no,no,no,no,no,no,38.2,182,anemia
8.0,4.6,Persian,Male,blood in urine,dry gums,frequent urination,painful urination,3,no,no,no,no,no,no,no,no,yes,38.5,165,dehydration
5.0,7.0,Bengal,Female,diarrhea,weight loss,none,none,3,no,no,yes,no,no,no,no,no,no,38.6,183,worm infestation
10.0,4.0,Maine Coon,Female,dry gums,fever,hair loss,itching,1,no,no,no,no,no,no,yes,no,no,39.5,224,dehydration
7.0,6.7,Bengal,Female,increased thirst,weight loss,none,none,2,no,no,no,no,no,no,no,no,no,37.9,162,chronic kidney disease
9.0,3.2,Persian,Female,bloated abdomen,weight loss,none,none,4,no,no,no,no,no,no,no,no,no,38.2,183,worm infestation
1.0,5.0,Bengal,Female,lethargy,sunken eyes,none,none,2,no,no,no,no,no,no,no,no,yes,38.3,194,dehydration
9.0,6.5,Persian,Male,eye discharge,fever,increased thirst,lethargy,4,no,no,no,yes,no,no,no,yes,yes,39.5,209,chronic kidney disease
12.0,6.0,Indian Domestic,Male,eye discharge,pale gums,red eyes,squinting,3,no,no,no,no,no,no,no,no,yes,38.5,163,anemia
3.0,2.6,Siamese,Female,bloated abdomen,hair loss,itching,nasal discharge,5,no,no,no,no,no,no,yes,yes,no,38.5,163,skin allergy
3.0,6.6,Persian,Male,dry gums,eye discharge,lethargy,pale gums,4,no,no,no,no,no,no,no,no,yes,38.4,174,anemia
6.0,6.2,Siamese,Female,dry gums,fever,lethargy,nasal discharge,3,no,yes,no,yes,no,no,no,yes,yes,39.5,233,dehydration
9.0,6.2,Maine Coon,Male,blood in urine,frequent urination,lethargy,loss of appetite,4,yes,no,no,no,no,no,no,no,no,38.6,163,anemia
15.0,4.2,Indian Domestic,Female,dry gums,none,none,none,4,no,no,no,no,no,no,no,no,no,38.3,161,dehydration
15.0,4.1,Maine Coon,Female,hair loss,increased thirst,lethargy,weight loss,2,no,no,no,no,no,no,yes,no,no,37.8,191,chronic kidney disease
14.0,5.6,Persian,Female,dry gums,fever,lethargy,nasal discharge,3,no,no,no,yes,no,no,no,yes,yes,39.5,199,dehydration
15.0,6.5,Maine Coon,Female,bloated abdomen,diarrhea,increased thirst,lethargy,5,no,yes,yes,no,no,no,no,no,no,38.2,164,chronic kidney disease
14.0,5.4,Indian Domestic,Male,dry gums,lethargy,weight loss,none,2,no,no,no,no,no,no,no,no,no,38.8,196,chronic kidney disease
13.0,3.0,Maine Coon,Female,diarrhea,fever,lethargy,pale gums,3,no,no,yes,no,no,no,no,no,no,39.5,212,anemia
1.0,4.2,Maine Coon,Female,eye discharge,red eyes,squinting,none,2,no,no,no,no,no,no,no,no,yes,38.5,184,feline conjunctivitis
14.0,6.4,Bengal,Male,blood in urine,frequent urination,hair loss,painful urination,1,no,no,no,no,no,no,yes,no,yes,38.9,181,feline conjunctivitis
15.0,4.7,Bengal,Female,lethargy,none,none,none,7,no,no,no,no,no,no,no,no,no,38.7,190,chronic kidney disease
7.0,6.2,Bengal,Female,blood in urine,diarrhea,frequent urination,increased thirst,2,no,yes,yes,no,no,no,no,no,no,38.4,161,chronic kidney disease
7.0,5.2,Indian Domestic,Female,bloated abdomen,lethargy,pale gums,none,1,no,no,no,no,no,no,no,no,no,38.2,174,anemia
9.0,5.3,Maine Coon,Female,lethargy,pale gums,weakness,none,3,no,no,no,no,no,no,no,no,no,38.7,189,anemia
4.0,6.1,Indian Domestic,Female,diarrhea,lethargy,none,none,1,no,no,yes,no,no,no,no,no,no,38.4,181,feline panleukopenia
3.0,6.8,Persian,Male,fever,itching,lethargy,red skin,5,no,no,no,no,no,no,yes,no,no,39.5,202,dehydration
5.0,2.9,Maine Coon,Female,blood in urine,frequent urination,nasal discharge,weight loss,4,no,no,no,no,no,no,no,yes,no,37.7,182,upper respiratory infection
6.0,3.7,Persian,Male,dry gums,lethargy,sneezing,sunken eyes,4,no,no,no,yes,no,no,no,no,yes,38.2,186,dehydration
9.0,3.5,Persian,Female,dry gums,lethargy,sunken eyes,none,3,no,no,no,no,no,no,no,no,yes,38.4,185,dehydration
9.0,4.1,Bengal,Female,blood in urine,dry gums,lethargy,sunken eyes,2,no,no,no,no,no,no,no,no,yes,38.6,163,dehydration
7.0,4.3,Indian Domestic,Female,eye discharge,red eyes,squinting,none,3,no,no,no,no,no,no,no,no,yes,38.8,190,feline conjunctivitis
14.0,4.1,Bengal,Male,blood in urine,frequent urination,increased thirst,lethargy,4,no,no,no,no,no,no,no,no,no,38.8,170,anemia
8.0,6.5,Siamese,Male,hair loss,increased thirst,itching,lethargy,3,no,no,no,no,no,no,yes,no,no,38.5,195,chronic kidney disease
10.0,6.9,Persian,Female,lethargy,none,none,none,5,no,no,no,no,no,no,no,no,no,38.7,163,anemia
10.0,5.0,Persian,Female,hair loss,itching,red skin,none,5,no,no,no,no,no,no,yes,no,no,38.6,172,skin allergy
6.0,4.7,Siamese,Female,blood in urine,diarrhea,fever,hair loss,2,no,no,yes,no,no,no,yes,no,no,39.5,197,feline panleukopenia
14.0,4.4,Indian Domestic,Female,blood in urine,frequent urination,lethargy,painful urination,2,no,no,no,no,no,no,no,no,no,38.3,171,anemia
15.0,3.0,Bengal,Female,eye discharge,lethargy,pale gums,red eyes,3,no,no,no,no,no,no,no,no,yes,38.4,177,anemia
8.0,4.5,Maine Coon,Male,fever,sneezing,none,none,2,no,no,no,yes,no,no,no,no,no,39.5,226,upper respiratory infection
6.0,2.6,Bengal,Male,diarrhea,fever,none,none,4,no,no,yes,no,no,no,no,no,no,39.5,207,feline panleukopenia
8.0,4.6,Indian Domestic,Male,dry gums,lethargy,sunken eyes,none,2,no,no,no,no,no,no,no,no,yes,38.4,192,dehydration
13.0,4.5,Maine Coon,Male,bloated abdomen,diarrhea,fever,lethargy,2,yes,yes,yes,no,no,no,no,no,no,39.5,184,feline panleukopenia
3.0,6.1,Maine Coon,Female,fever,lethargy,nasal discharge,sneezing,5,no,no,no,yes,no,no,no,yes,no,39.5,210,chronic kidney disease
13.0,6.1,Persian,Female,frequent urination,none,none,none,3,no,no,no,no,no,no,no,no,no,38.2,181,urinary tract infection
3.0,4.9,Persian,Female,blood in urine,frequent urination,none,none,4,no,no,no,no,no,no,no,no,no,38.7,172,urinary tract infection
5.0,3.5,Maine Coon,Male,increased thirst,none,none,none,4,no,no,no,no,no,no,no,no,no,38.4,160,chronic kidney disease
6.0,4.5,Indian Domestic,Female,bloated abdomen,fever,nasal discharge,sneezing,2,no,no,no,yes,no,no,no,yes,no,39.5,204,upper respiratory infection
14.0,3.3,Indian Domestic,Male,eye discharge,lethargy,squinting,weight loss,1,no,no,no,no,no,no,no,no,yes,38.3,187,chronic kidney disease
8.0,6.4,Indian Domestic,Male,diarrhea,eye discharge,squinting,none,5,no,no,yes,no,no,no,no,no,yes,38.7,182,feline conjunctivitis
14.0,6.7,Siamese,Male,lethargy,loss of appetite,none,none,4,yes,no,no,no,no,no,no,no,no,38.1,192,gastritis
7.0,5.9,Bengal,Male,hair loss,red skin,none,none,2,no,no,no,no,no,no,yes,no,no,38.9,182,skin allergy
4.0,4.8,Bengal,Female,vomiting,none,none,none,4,no,yes,no,no,no,no,no,no,no,38.1,178,gastritis
12.0,4.1,Indian Domestic,Male,lethargy,loss of appetite,sunken eyes,none,5,yes,no,no,no,no,no,no,no,yes,38.2,197,dehydration
12.0,4.7,Siamese,Male,pale gums,weakness,none,none,3,no,no,no,no,no,no,no,no,no,38.7,163,anemia
15.0,3.8,Indian Domestic,Male,diarrhea,lethargy,weakness,none,2,no,no,yes,no,no,no,no,no,no,38.6,188,anemia
1.0,2.6,Maine Coon,Male,diarrhea,fever,lethargy,squinting,5,no,yes,yes,no,no,no,no,no,no,39.5,242,feline conjunctivitis
2.0,5.4,Persian,Female,frequent urination,lethargy,loss of appetite,painful urination,1,yes,yes,no,no,no,no,no,no,no,38.0,191,anemia
15.0,3.3,Siamese,Male,bloated abdomen,diarrhea,frequent urination,lethargy,4,no,no,yes,no,no,no,no,no,no,38.4,163,gastritis
14.0,3.7,Bengal,Female,red eyes,squinting,none,none,5,no,no,no,no,no,no,no,no,yes,39.1,163,feline conjunctivitis
5.0,4.9,Siamese,Female,bloated abdomen,diarrhea,eye discharge,frequent urination,2,no,no,yes,no,no,no,no,no,yes,38.1,163,feline conjunctivitis
6.0,3.4,Indian Domestic,Female,fever,lethargy,pale gums,sneezing,10,no,no,no,yes,no,no,no,no,no,39.5,221,anemia
8.0,3.3,Indian Domestic,Male,increased thirst,lethargy,nasal discharge,pale gums,2,no,no,no,no,no,no,no,yes,no,38.4,166,anemia
