age,gender,breed,weight,symptoms,diseases
1,male,siamese,6.9,"fever, nasal discharge, sneezing, weakness, weight loss","anemia, chronic kidney disease, upper respiratory infection"
10,female,indian domestic,3.8,"diarrhea, increased thirst, itching, lethargy","chronic kidney disease, feline panleukopenia, skin allergy"
12,male,siamese,4.7,"eye discharge, fever, hair loss, itching, red eyes, red skin, squinting","feline conjunctivitis, skin allergy, upper respiratory infection"
2,male,maine coon,4.0,"blood in urine, fever, frequent urination, lethargy, weight loss","chronic kidney disease, upper respiratory infection, urinary tract infection"
6,female,maine coon,6.7,"diarrhea, eye discharge, lethargy, vomiting","feline conjunctivitis, feline panleukopenia"
2,male,siamese,5.9,"blood in urine, fever, frequent urination, painful urination, sneezing, sunken eyes","dehydration, upper respiratory infection, urinary tract infection"
4,female,indian domestic,6.9,sneezing,upper respiratory infection
5,female,indian domestic,5.1,"hair loss, itching, lethargy, loss of appetite, red skin, vomiting","anemia, gastritis, skin allergy"
5,male,indian domestic,6.3,"eye discharge, red eyes, vomiting","feline conjunctivitis, gastritis"
1,female,maine coon,6.6,"bloated abdomen, eye discharge, fever, lethargy, red eyes, vomiting, weight loss","feline conjunctivitis, feline panleukopenia, worm infestation"
11,male,maine coon,4.6,"fever, nasal discharge, sneezing",upper respiratory infection
13,male,siamese,5.5,"dry gums, eye discharge, itching, lethargy, red eyes, sunken eyes","dehydration, feline conjunctivitis, skin allergy"
14,male,siamese,6.0,"fever, lethargy, nasal discharge, vomiting","feline panleukopenia, gastritis, upper respiratory infection"
2,male,bengal,6.8,"fever, lethargy, nasal discharge, red eyes, sneezing, sunken eyes","dehydration, feline conjunctivitis, upper respiratory infection"
11,male,bengal,4.1,"bloated abdomen, diarrhea, dry gums, lethargy, sunken eyes, weight loss","dehydration, worm infestation"
14,male,indian domestic,3.7,"dry gums, fever, lethargy, sunken eyes","dehydration, feline panleukopenia"
4,male,bengal,5.8,"dry gums, fever, increased thirst, lethargy, weight loss","chronic kidney disease, dehydration, feline panleukopenia"
8,male,maine coon,2.9,"bloated abdomen, diarrhea, fever, weight loss","feline panleukopenia, worm infestation"
7,female,indian domestic,2.8,red skin,skin allergy
4,male,persian,2.7,painful urination,urinary tract infection
11,female,persian,3.0,"dry gums, lethargy, sunken eyes",dehydration
8,female,bengal,4.3,"nasal discharge, sneezing",upper respiratory infection
3,female,maine coon,6.7,"bloated abdomen, diarrhea, weight loss",worm infestation
13,female,bengal,5.3,"hair loss, itching, lethargy, loss of appetite, red skin, vomiting, weight loss","chronic kidney disease, gastritis, skin allergy"
15,female,siamese,2.5,"lethargy, loss of appetite, vomiting",gastritis
2,female,persian,5.5,"frequent urination, nasal discharge, weight loss","upper respiratory infection, urinary tract infection, worm infestation"
9,male,indian domestic,5.3,"increased thirst, loss of appetite, vomiting","chronic kidney disease, gastritis"
2,male,persian,6.1,"eye discharge, hair loss, itching, lethargy, pale gums, red eyes, red skin, weakness","anemia, feline conjunctivitis, skin allergy"
4,female,persian,6.0,"dry gums, sunken eyes",dehydration
10,male,bengal,5.9,sneezing,upper respiratory infection
6,male,persian,3.6,"fever, hair loss, lethargy, red skin, weakness","anemia, skin allergy, upper respiratory infection"
13,male,bengal,3.3,"diarrhea, fever, lethargy, vomiting",feline panleukopenia
12,male,maine coon,7.0,"diarrhea, eye discharge, nasal discharge, squinting","feline conjunctivitis, feline panleukopenia, upper respiratory infection"
14,male,siamese,3.0,"increased thirst, lethargy, weight loss",chronic kidney disease
10,male,siamese,6.9,"bloated abdomen, blood in urine, diarrhea, frequent urination, increased thirst, lethargy, painful urination, weight loss","chronic kidney disease, urinary tract infection, worm infestation"
9,male,persian,7.0,"sneezing, weight loss","upper respiratory infection, worm infestation"
13,female,maine coon,6.1,diarrhea,feline panleukopenia
12,male,bengal,6.2,"diarrhea, fever, red skin","feline panleukopenia, skin allergy"
11,male,indian domestic,5.1,"hair loss, itching",skin allergy
7,male,bengal,5.3,"bloated abdomen, diarrhea, weight loss",worm infestation
11,female,bengal,4.0,"lethargy, pale gums, weakness",anemia
10,female,persian,5.4,"nasal discharge, sneezing",upper respiratory infection
8,female,maine coon,2.7,"eye discharge, lethargy, loss of appetite, red eyes, vomiting","feline conjunctivitis, gastritis"
6,female,bengal,6.5,"dry gums, fever, lethargy, nasal discharge, sneezing, vomiting","dehydration, feline panleukopenia, upper respiratory infection"
3,male,siamese,2.9,"eye discharge, fever, squinting","feline conjunctivitis, feline panleukopenia"
13,male,siamese,5.5,"dry gums, fever, lethargy, pale gums, sunken eyes, vomiting, weakness","anemia, dehydration, feline panleukopenia"
13,female,persian,4.0,"fever, nasal discharge, sneezing",upper respiratory infection
7,female,indian domestic,3.0,"dry gums, lethargy, sunken eyes","chronic kidney disease, dehydration"
5,male,bengal,3.0,squinting,feline conjunctivitis
3,male,maine coon,6.1,"dry gums, lethargy, sunken eyes, weakness","anemia, dehydration"
5,male,indian domestic,5.7,"fever, frequent urination, nasal discharge","upper respiratory infection, urinary tract infection"
10,female,bengal,2.7,"blood in urine, frequent urination, increased thirst, itching, lethargy, painful urination","chronic kidney disease, skin allergy, urinary tract infection"
5,male,bengal,5.8,"bloated abdomen, diarrhea, eye discharge, fever, red eyes, vomiting, weight loss","feline conjunctivitis, feline panleukopenia, worm infestation"
15,male,siamese,3.0,"eye discharge, red eyes, squinting",feline conjunctivitis
4,female,persian,5.6,"dry gums, increased thirst, lethargy, loss of appetite, vomiting","chronic kidney disease, dehydration, gastritis"
15,male,bengal,4.7,"increased thirst, lethargy, red eyes, weight loss","chronic kidney disease, feline conjunctivitis, feline panleukopenia"
12,male,maine coon,5.3,"increased thirst, lethargy, vomiting, weight loss","chronic kidney disease, feline panleukopenia"
15,male,bengal,3.7,"bloated abdomen, lethargy, weight loss","dehydration, worm infestation"
10,male,bengal,4.6,increased thirst,chronic kidney disease
8,female,maine coon,6.2,"eye discharge, lethargy, red eyes, squinting, weakness","anemia, feline conjunctivitis"
1,female,indian domestic,6.9,"hair loss, red skin",skin allergy
7,male,siamese,4.9,"eye discharge, lethargy, red eyes, squinting, weakness","anemia, feline conjunctivitis"
13,male,bengal,3.3,"bloated abdomen, diarrhea, itching, vomiting, weight loss","feline panleukopenia, skin allergy, worm infestation"
6,female,maine coon,6.0,"dry gums, itching, lethargy, pale gums, weakness","anemia, dehydration, skin allergy"
12,female,indian domestic,6.3,"lethargy, vomiting",feline panleukopenia
8,female,siamese,3.5,diarrhea,feline panleukopenia
13,male,bengal,5.4,"bloated abdomen, diarrhea, lethargy, loss of appetite, vomiting, weight loss","gastritis, worm infestation"
7,female,siamese,6.4,"fever, nasal discharge, pale gums, sneezing, weakness","anemia, upper respiratory infection"
14,male,siamese,6.7,"increased thirst, lethargy","chronic kidney disease, feline panleukopenia"
10,female,siamese,4.2,"hair loss, itching, red skin",skin allergy
13,male,indian domestic,5.4,"bloated abdomen, diarrhea, weight loss",worm infestation
11,male,persian,3.5,"dry gums, frequent urination, lethargy, loss of appetite, sunken eyes, vomiting","dehydration, gastritis, urinary tract infection"
13,male,maine coon,3.7,"bloated abdomen, lethargy, weight loss","chronic kidney disease, worm infestation"
3,female,siamese,6.8,"eye discharge, increased thirst, lethargy, weight loss","chronic kidney disease, feline conjunctivitis"
15,female,indian domestic,5.8,"blood in urine, fever, frequent urination, lethargy, painful urination, vomiting","dehydration, feline panleukopenia, urinary tract infection"
9,female,persian,4.9,"blood in urine, painful urination, red eyes, squinting","feline conjunctivitis, urinary tract infection"
8,female,siamese,5.6,"blood in urine, painful urination, red skin","skin allergy, urinary tract infection"
2,male,persian,6.6,"eye discharge, hair loss, red skin","feline conjunctivitis, skin allergy"
3,female,persian,3.1,"diarrhea, fever, nasal discharge, vomiting","feline panleukopenia, upper respiratory infection"
14,male,bengal,5.5,"eye discharge, red eyes, squinting",feline conjunctivitis
14,female,bengal,5.9,"bloated abdomen, diarrhea, increased thirst, lethargy, vomiting, weight loss","chronic kidney disease, feline panleukopenia, worm infestation"
4,female,indian domestic,4.3,"eye discharge, hair loss, red eyes, red skin, squinting","feline conjunctivitis, skin allergy"
6,male,siamese,6.7,"fever, lethargy, nasal discharge, pale gums, sneezing, weakness","anemia, dehydration, upper respiratory infection"
3,male,indian domestic,4.8,"nasal discharge, squinting","feline conjunctivitis, upper respiratory infection"
1,female,siamese,6.7,"fever, itching, nasal discharge, red skin","skin allergy, upper respiratory infection"
1,male,maine coon,4.0,sneezing,upper respiratory infection
9,male,bengal,2.7,painful urination,urinary tract infection
11,female,bengal,6.0,"diarrhea, fever, increased thirst, lethargy, vomiting, weight loss","chronic kidney disease, feline panleukopenia"
10,male,indian domestic,3.6,"bloated abdomen, diarrhea, fever, hair loss, itching, red skin","skin allergy, upper respiratory infection, worm infestation"
10,female,bengal,6.4,"lethargy, pale gums, weakness",anemia
1,male,indian domestic,4.9,"hair loss, increased thirst, lethargy, red skin, weight loss","chronic kidney disease, skin allergy"
2,female,bengal,7.0,"fever, lethargy, vomiting","feline panleukopenia, gastritis"
8,female,maine coon,3.1,"frequent urination, lethargy, red eyes, squinting, vomiting","feline conjunctivitis, gastritis, urinary tract infection"
2,female,bengal,6.1,"lethargy, loss of appetite, vomiting",gastritis
4,male,persian,6.8,"blood in urine, fever, increased thirst, lethargy, weight loss","chronic kidney disease, feline panleukopenia, urinary tract infection"
13,female,bengal,3.0,"frequent urination, sunken eyes","dehydration, urinary tract infection"
6,male,indian domestic,3.8,"dry gums, lethargy, sunken eyes, weight loss","chronic kidney disease, dehydration"
1,female,siamese,3.8,"blood in urine, dry gums, frequent urination, painful urination, red eyes","dehydration, feline conjunctivitis, urinary tract infection"
8,male,siamese,2.7,"diarrhea, lethargy",feline panleukopenia
9,male,siamese,2.8,"blood in urine, frequent urination, painful urination",urinary tract infection
7,male,siamese,3.1,"diarrhea, fever, itching, red eyes, squinting","feline conjunctivitis, feline panleukopenia, skin allergy"
9,female,persian,3.8,"fever, loss of appetite, nasal discharge, vomiting","gastritis, upper respiratory infection"
4,female,maine coon,4.7,"blood in urine, fever, frequent urination, lethargy, nasal discharge, painful urination, sneezing, vomiting","feline panleukopenia, upper respiratory infection, urinary tract infection"
6,male,persian,4.6,"blood in urine, eye discharge, frequent urination, painful urination, red eyes, squinting","feline conjunctivitis, urinary tract infection"
15,male,siamese,5.6,"lethargy, pale gums, weakness",anemia
6,female,indian domestic,6.2,"eye discharge, hair loss, itching, red eyes, squinting, sunken eyes","dehydration, feline conjunctivitis, skin allergy"
6,male,indian domestic,5.4,"diarrhea, fever, sunken eyes, vomiting","dehydration, feline panleukopenia"
6,male,bengal,2.7,"hair loss, itching, lethargy, loss of appetite","gastritis, skin allergy"
11,male,indian domestic,6.8,"dry gums, eye discharge, increased thirst, lethargy, red eyes, squinting, weight loss","chronic kidney disease, dehydration, feline conjunctivitis"
14,female,bengal,5.9,"fever, nasal discharge, sneezing",upper respiratory infection
15,female,persian,2.9,"lethargy, red skin","dehydration, skin allergy"
6,male,bengal,3.2,"blood in urine, fever, hair loss, itching, painful urination, sneezing","skin allergy, upper respiratory infection, urinary tract infection"
12,male,siamese,4.1,"frequent urination, increased thirst, lethargy, painful urination, weight loss","chronic kidney disease, urinary tract infection"
1,male,indian domestic,5.1,"diarrhea, fever, weight loss","feline panleukopenia, worm infestation"
12,female,indian domestic,6.2,"dry gums, lethargy, pale gums, vomiting","anemia, dehydration, feline panleukopenia"
13,female,siamese,3.4,"bloated abdomen, diarrhea, lethargy, loss of appetite, weight loss","gastritis, worm infestation"
1,male,persian,3.3,"lethargy, squinting, vomiting","feline conjunctivitis, gastritis"
12,female,siamese,3.5,"blood in urine, frequent urination, hair loss, lethargy, loss of appetite, painful urination, red skin","gastritis, skin allergy, urinary tract infection"
14,female,maine coon,4.1,"pale gums, red skin","anemia, skin allergy"
2,male,siamese,5.1,vomiting,gastritis
7,female,siamese,4.0,"blood in urine, eye discharge, increased thirst, lethargy, squinting, weight loss","chronic kidney disease, feline conjunctivitis, urinary tract infection"
15,female,persian,3.6,"hair loss, itching, red skin",skin allergy
11,male,maine coon,6.6,"hair loss, itching, red skin",skin allergy
12,male,siamese,3.1,"eye discharge, frequent urination, increased thirst, lethargy, red eyes, squinting, weight loss","chronic kidney disease, feline conjunctivitis, urinary tract infection"
15,male,indian domestic,6.0,sneezing,upper respiratory infection
14,female,persian,2.7,"fever, nasal discharge, sneezing",upper respiratory infection
1,female,bengal,5.4,"bloated abdomen, diarrhea, weight loss",worm infestation
