Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Nasal_Discharge,Eye_Discharge,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Body_Temperature,Heart_Rate,Disease_Prediction
Cat,Scottish Fold,8.7,Male,3.7,vomiting,,,,129 days,No,No,No,No,No,No,Yes,No,No,39.4°C,197,Hyperthyroidism
Cat,American Shorthair,12.2,Male,3.8,nasal discharge,,,,3 days,Yes,Yes,No,No,No,Yes,No,No,No,40.2°C,123,Upper Respiratory Infection
Cat,British Shorthair,9.8,Male,5.2,abdominal pain,appetite loss,vomiting,,6 days,No,No,No,Yes,Yes,No,No,No,No,38.8°C,189,Gastroenteritis
Cat,Siamese,5.2,Male,3.9,blood in urine,urinating outside box,urinating outside box,,2 days,No,No,Yes,Yes,No,No,Yes,No,No,38.9°C,143,Feline Lower Urinary Tract Disease
Cat,American Shorthair,1.2,Male,6.0,infections,poor appetite,,infections,148 days,No,No,Yes,No,Yes,No,No,No,No,39.6°C,197,Feline Leukemia Virus
Cat,Domestic Shorthair,9.8,Male,4.2,diarrhea,,,,161 days,No,No,Yes,Yes,Yes,No,No,No,No,38.2°C,187,Inflammatory Bowel Disease
Cat,Mixed,16.5,Female,4.3,weight loss,vomiting,,,75 days,No,No,Yes,Yes,Yes,No,No,No,No,38.0°C,191,Chronic Kidney Disease
Cat,Mixed,6.5,Female,6.7,straining to urinate,,,lethargy,8 days,No,No,No,No,No,No,No,No,No,38.5°C,124,Feline Lower Urinary Tract Disease
Cat,Oriental,2.9,Female,5.6,lethargy,poor appetite,fever,,253 days,No,No,Yes,No,No,No,No,No,No,39.8°C,122,Feline Leukemia Virus
Cat,Domestic Shorthair,7.2,Female,3.6,skin lesions,excessive grooming,,,148 days,No,No,No,No,No,No,No,No,Yes,38.0°C,163,Skin Allergies
Cat,Birman,14.2,Female,5.4,eye discharge,,lethargy,,7 days,Yes,No,Yes,No,No,No,No,No,No,39.8°C,122,Upper Respiratory Infection
Cat,Oriental,4.7,Female,5.9,blood in urine,urinating outside box,,urinating outside box,6 days,No,No,No,No,No,No,No,No,No,39.2°C,136,Feline Lower Urinary Tract Disease
Cat,Domestic Shorthair,14.0,Male,5.5,lethargy,poor appetite,weight loss,,48 days,No,No,Yes,Yes,No,No,No,No,No,38.0°C,161,Chronic Kidney Disease
Cat,Ragdoll,12.5,Male,4.6,increased urination,poor coat,,,342 days,No,Yes,No,No,No,No,No,No,No,38.3°C,180,Diabetes Mellitus
Cat,Ragdoll,5.0,Female,6.1,fever,,,,13 days,Yes,Yes,No,No,No,Yes,Yes,No,No,39.7°C,167,Upper Respiratory Infection
Cat,Sphynx,12.8,Male,5.3,vomiting,diarrhea,hyperactivity,,242 days,No,No,No,Yes,Yes,No,No,No,No,39.0°C,237,Hyperthyroidism
Cat,Mixed,9.9,Female,4.3,hair loss,scabs,,,87 days,No,No,No,No,No,No,No,No,Yes,38.8°C,150,Skin Allergies
Cat,Bengal,13.6,Female,3.3,increased appetite,,vomiting,,101 days,No,No,No,Yes,Yes,No,No,No,Yes,39.1°C,230,Hyperthyroidism
Cat,Birman,8.7,Male,3.9,fever,lethargy,nasal discharge,,7 days,Yes,Yes,Yes,No,No,No,No,No,No,39.7°C,136,Upper Respiratory Infection
Cat,Sphynx,7.8,Male,6.5,itching,excessive grooming,,,160 days,No,Yes,No,No,No,No,No,No,Yes,38.6°C,196,Skin Allergies
Cat,American Shorthair,16.3,Female,4.6,weight loss,poor coat,,,289 days,No,No,No,Yes,Yes,No,No,No,No,38.9°C,211,Hyperthyroidism
Cat,British Shorthair,7.6,Female,4.9,licking genitals,crying while urinating,straining to urinate,,13 days,No,No,No,No,Yes,No,No,No,No,38.9°C,120,Feline Lower Urinary Tract Disease
Cat,American Shorthair,7.0,Male,6.7,weight loss,,,,166 days,No,No,Yes,Yes,Yes,No,No,No,No,38.1°C,151,Inflammatory Bowel Disease
Cat,American Shorthair,3.4,Male,5.7,diarrhea,,,,2 days,Yes,No,Yes,Yes,No,No,No,No,No,39.2°C,148,Gastroenteritis
Cat,Siamese,8.0,Female,5.2,pawing at mouth,weight loss,,,217 days,Yes,No,Yes,No,No,No,No,No,No,38.7°C,164,Dental Disease
Cat,American Shorthair,7.8,Female,5.6,abdominal pain,fever,vomiting,dehydration,3 days,No,No,No,No,No,No,No,No,No,39.7°C,134,Gastroenteritis
Cat,Abyssinian,9.8,Male,3.0,increased urination,bad breath,,bad breath,40 days,No,No,No,Yes,No,No,No,No,No,37.7°C,140,Chronic Kidney Disease
Cat,American Shorthair,8.7,Female,5.4,sneezing,appetite loss,nasal discharge,,8 days,Yes,No,Yes,No,No,No,Yes,No,No,39.9°C,145,Upper Respiratory Infection
Cat,Siamese,5.7,Female,3.6,drooling,,,,81 days,No,No,No,No,No,No,No,No,No,38.7°C,175,Dental Disease
Cat,Oriental,4.2,Female,5.7,diarrhea,dehydration,,fever,5 days,No,No,Yes,Yes,No,No,No,No,No,39.7°C,168,Gastroenteritis
Cat,Sphynx,1.2,Male,6.7,wheezing,,,coughing,210 days,No,No,No,No,No,Yes,Yes,No,No,38.5°C,168,Asthma
Cat,American Shorthair,14.5,Female,3.4,drooling,bleeding gums,,,206 days,No,No,No,No,No,No,No,No,No,38.4°C,145,Dental Disease
Cat,Persian,11.5,Male,5.9,abdominal pain,fever,,,7 days,No,No,Yes,Yes,Yes,No,No,No,No,39.8°C,122,Gastroenteritis
Cat,Maine Coon,2.2,Female,6.2,chronic vomiting,,diarrhea,,137 days,No,No,No,Yes,No,No,No,No,No,38.4°C,152,Inflammatory Bowel Disease
Cat,Russian Blue,5.5,Female,6.1,itching,,,,104 days,No,No,No,No,No,No,No,No,Yes,38.8°C,198,Skin Allergies
Cat,Ragdoll,2.9,Male,7.0,blood in urine,crying while urinating,straining to urinate,straining to urinate,14 days,No,No,Yes,No,No,No,No,No,No,39.0°C,198,Feline Lower Urinary Tract Disease
Cat,Scottish Fold,3.3,Male,4.0,eye discharge,appetite loss,,eye discharge,14 days,Yes,Yes,No,No,No,No,Yes,No,No,39.5°C,166,Upper Respiratory Infection
Cat,Bengal,6.9,Male,5.7,lethargy,fever,,,6 days,No,No,Yes,Yes,Yes,No,No,No,No,39.5°C,172,Gastroenteritis
Cat,Abyssinian,11.3,Female,3.6,drooling,bleeding gums,,,111 days,No,No,Yes,Yes,No,No,No,No,No,38.7°C,185,Dental Disease
Cat,Scottish Fold,15.9,Female,4.8,lethargy,bad breath,,weight loss,112 days,No,No,No,No,No,No,No,No,No,38.3°C,130,Chronic Kidney Disease
Cat,Abyssinian,8.4,Female,4.5,scratching,scabs,hair loss,,131 days,No,Yes,No,No,No,No,No,No,Yes,38.4°C,135,Skin Allergies
Cat,Russian Blue,12.5,Male,5.3,drooling,,drooling,,66 days,No,No,Yes,No,No,No,No,No,No,38.7°C,126,Dental Disease
Cat,Ragdoll,12.6,Female,5.9,increased thirst,lethargy,increased thirst,,197 days,No,No,No,No,No,No,No,No,No,38.6°C,196,Diabetes Mellitus
Cat,Sphynx,6.9,Female,5.2,abdominal pain,fever,,,6 days,No,No,Yes,Yes,Yes,No,Yes,No,No,38.8°C,150,Gastroenteritis
Cat,Mixed,12.2,Female,4.1,weight loss,poor appetite,,,92 days,No,No,Yes,No,No,No,No,No,No,37.7°C,137,Chronic Kidney Disease
Cat,Abyssinian,6.0,Male,4.7,sneezing,,lethargy,,8 days,Yes,Yes,No,No,No,No,Yes,No,No,39.9°C,161,Upper Respiratory Infection
Cat,Domestic Shorthair,7.6,Male,6.3,poor appetite,poor coat,,,70 days,No,No,Yes,Yes,Yes,No,No,No,No,38.4°C,122,Inflammatory Bowel Disease
Cat,Domestic Shorthair,4.0,Female,5.9,bad breath,weight loss,,,65 days,No,No,Yes,Yes,No,No,No,No,No,38.2°C,189,Dental Disease
Cat,Oriental,6.4,Male,5.6,lethargy,,,,7 days,No,No,Yes,Yes,Yes,No,No,No,No,38.9°C,175,Gastroenteritis
Cat,Russian Blue,6.9,Female,5.2,increased urination,poor coat,,,343 days,No,No,No,No,No,No,No,No,No,37.9°C,126,Diabetes Mellitus
Cat,Siamese,9.5,Male,4.3,blood in urine,lethargy,blood in urine,,12 days,No,No,Yes,No,No,No,No,No,No,38.5°C,182,Feline Lower Urinary Tract Disease
Cat,Sphynx,1.3,Female,4.4,lethargy,,dehydration,,4 days,No,Yes,Yes,Yes,Yes,No,No,No,No,40.5°C,212,Panleukopenia
Cat,Sphynx,0.9,Female,6.3,eye discharge,coughing,fever,,6 days,Yes,Yes,No,No,Yes,Yes,Yes,No,No,40.5°C,132,Upper Respiratory Infection
Cat,Bengal,8.8,Female,6.1,abdominal pain,,,,3 days,No,No,Yes,No,Yes,No,Yes,No,No,39.6°C,132,Gastroenteritis
Cat,Bengal,9.3,Female,3.8,sneezing,coughing,fever,,13 days,Yes,Yes,Yes,No,No,No,No,No,No,39.7°C,166,Upper Respiratory Infection
Cat,Oriental,7.0,Male,6.3,licking genitals,lethargy,,lethargy,8 days,No,No,No,No,No,No,Yes,No,No,38.8°C,147,Feline Lower Urinary Tract Disease
Cat,Siamese,0.4,Male,3.4,severe diarrhea,dehydration,,,5 days,No,No,Yes,Yes,Yes,No,No,No,No,41.1°C,226,Panleukopenia
Cat,Bengal,14.6,Male,3.8,increased urination,poor coat,,,263 days,No,No,No,No,No,No,No,No,No,38.8°C,163,Diabetes Mellitus
Cat,Russian Blue,3.2,Female,6.0,abdominal pain,dehydration,,,7 days,No,No,Yes,Yes,Yes,No,No,No,No,39.3°C,141,Gastroenteritis
Cat,Maine Coon,8.1,Female,4.3,increased urination,bad breath,lethargy,bad breath,111 days,No,No,Yes,Yes,No,No,No,No,No,38.7°C,134,Chronic Kidney Disease
Cat,Oriental,6.8,Female,3.7,increased thirst,lethargy,,,361 days,No,No,No,No,No,No,No,Yes,No,38.1°C,183,Diabetes Mellitus
Cat,British Shorthair,8.2,Female,4.4,hair loss,excessive grooming,,,29 days,No,No,No,No,No,No,No,No,Yes,38.7°C,179,Skin Allergies
Cat,Persian,11.9,Male,5.5,itching,excessive grooming,skin lesions,,168 days,No,No,No,No,No,No,No,No,Yes,38.4°C,186,Skin Allergies
Cat,Persian,8.3,Female,3.8,increased thirst,,increased urination,,106 days,No,No,Yes,Yes,No,No,Yes,Yes,No,38.4°C,149,Chronic Kidney Disease
Cat,Persian,8.1,Female,4.5,straining to urinate,lethargy,licking genitals,,5 days,No,No,No,Yes,No,No,No,No,No,38.6°C,193,Feline Lower Urinary Tract Disease
Cat,Sphynx,8.8,Male,4.4,eye discharge,,nasal discharge,,6 days,Yes,Yes,Yes,No,No,No,Yes,No,No,40.2°C,123,Upper Respiratory Infection
Cat,Scottish Fold,9.3,Female,3.0,increased urination,,lethargy,,287 days,No,No,No,No,Yes,No,No,No,No,38.3°C,163,Diabetes Mellitus
Cat,Sphynx,9.4,Male,5.2,scratching,red skin,,itching,52 days,No,No,Yes,No,No,No,No,No,Yes,38.2°C,197,Skin Allergies
Cat,Bengal,8.8,Female,3.5,weight loss,increased thirst,,,353 days,No,No,No,No,Yes,No,No,No,No,39.1°C,215,Hyperthyroidism
Cat,Ragdoll,5.0,Male,6.7,licking genitals,urinating outside box,,licking genitals,2 days,No,No,Yes,No,No,No,No,No,No,38.9°C,149,Feline Lower Urinary Tract Disease
Cat,Russian Blue,12.1,Female,3.4,drooling,appetite loss,appetite loss,,200 days,No,No,No,No,No,No,No,No,No,38.7°C,195,Dental Disease
Cat,Domestic Shorthair,1.1,Female,3.8,vomiting,weakness,,,4 days,No,Yes,Yes,Yes,Yes,No,No,No,No,40.6°C,187,Panleukopenia
Cat,Persian,14.3,Female,5.1,fever,appetite loss,fever,,5 days,Yes,Yes,Yes,No,No,Yes,No,No,No,40.3°C,194,Upper Respiratory Infection
Cat,Scottish Fold,14.4,Female,5.0,fever,,,,14 days,Yes,No,No,No,No,Yes,Yes,No,No,39.5°C,176,Upper Respiratory Infection
Cat,Mixed,5.5,Female,4.2,scratching,red skin,,,133 days,No,No,No,No,No,No,No,No,Yes,38.3°C,136,Skin Allergies
Cat,Sphynx,7.7,Male,4.6,increased urination,,,,153 days,No,No,No,No,No,No,No,No,No,38.6°C,168,Diabetes Mellitus
Cat,British Shorthair,12.1,Male,2.9,increased urination,,,weight loss,101 days,No,No,No,No,No,Yes,No,No,No,38.3°C,191,Diabetes Mellitus
Cat,Scottish Fold,17.1,Female,3.3,increased thirst,,,increased urination,165 days,No,No,No,Yes,No,No,No,No,No,38.6°C,174,Chronic Kidney Disease
Cat,Russian Blue,10.9,Female,2.6,increased urination,lethargy,,,68 days,No,Yes,No,No,No,No,No,No,No,38.4°C,193,Diabetes Mellitus
Cat,Scottish Fold,6.1,Female,5.4,licking genitals,,straining to urinate,,4 days,No,No,No,Yes,No,No,No,No,No,38.7°C,150,Feline Lower Urinary Tract Disease
Cat,Maine Coon,5.9,Male,4.6,vomiting,,,,1 days,No,Yes,No,Yes,Yes,No,No,No,No,39.7°C,128,Gastroenteritis
Cat,Scottish Fold,15.1,Female,4.6,increased thirst,poor appetite,,,149 days,No,No,No,Yes,No,No,No,No,No,37.8°C,170,Chronic Kidney Disease
Cat,Scottish Fold,4.5,Female,5.6,nasal discharge,,,,10 days,Yes,Yes,Yes,No,No,Yes,Yes,No,No,39.9°C,196,Upper Respiratory Infection
Cat,Maine Coon,6.1,Female,6.3,abdominal pain,dehydration,lethargy,,3 days,Yes,No,Yes,Yes,Yes,No,No,No,No,39.2°C,125,Gastroenteritis
Cat,Scottish Fold,8.3,Male,5.2,nasal discharge,appetite loss,,,7 days,Yes,No,No,No,No,No,Yes,No,No,40.4°C,161,Upper Respiratory Infection
Cat,Siamese,13.1,Female,4.7,bad breath,,,,268 days,No,No,Yes,No,No,No,No,No,No,38.7°C,194,Dental Disease
Cat,Sphynx,11.5,Male,3.3,increased urination,vomiting,,,150 days,No,No,No,Yes,No,No,No,No,No,37.9°C,200,Chronic Kidney Disease
Cat,Domestic Shorthair,7.7,Female,4.9,skin lesions,excessive grooming,,,92 days,No,No,No,Yes,No,No,No,No,Yes,38.4°C,122,Skin Allergies
Cat,Maine Coon,5.2,Female,9.2,straining to urinate,lethargy,,,8 days,No,No,No,Yes,No,No,No,No,No,38.4°C,153,Feline Lower Urinary Tract Disease
Cat,Mixed,3.0,Male,5.5,straining to urinate,urinating outside box,urinating outside box,straining to urinate,12 days,No,No,Yes,No,No,No,No,No,No,38.7°C,162,Feline Lower Urinary Tract Disease
Cat,Oriental,16.8,Male,4.3,increased appetite,diarrhea,,,330 days,No,No,No,Yes,No,No,No,No,No,38.8°C,206,Hyperthyroidism
Cat,Mixed,9.9,Female,5.4,weight loss,,,,72 days,No,No,Yes,Yes,Yes,No,No,No,No,38.4°C,193,Inflammatory Bowel Disease
Cat,Russian Blue,6.6,Male,5.9,eye discharge,lethargy,,,14 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,39.6°C,127,Upper Respiratory Infection
Cat,Bengal,10.1,Female,4.4,diarrhea,lethargy,poor appetite,,100 days,No,No,No,Yes,Yes,No,No,No,No,38.0°C,178,Inflammatory Bowel Disease
Cat,Domestic Shorthair,10.8,Male,4.6,diarrhea,,,appetite loss,2 days,No,No,Yes,Yes,Yes,No,No,No,No,39.2°C,144,Gastroenteritis
Cat,Bengal,2.5,Male,3.8,chronic vomiting,lethargy,,,54 days,No,No,Yes,No,Yes,No,No,No,No,38.4°C,126,Inflammatory Bowel Disease
Cat,Maine Coon,1.4,Female,6.0,severe diarrhea,weakness,severe diarrhea,,6 days,No,Yes,Yes,Yes,Yes,No,No,No,No,41.4°C,202,Panleukopenia
Cat,Ragdoll,8.1,Female,6.3,chronic vomiting,poor coat,,,110 days,No,No,No,Yes,Yes,No,No,No,No,38.2°C,122,Inflammatory Bowel Disease
Cat,Sphynx,11.9,Male,4.2,drooling,bleeding gums,,,34 days,No,Yes,Yes,Yes,Yes,No,No,No,No,38.6°C,173,Dental Disease
Cat,Bengal,3.8,Male,5.8,licking genitals,,straining to urinate,,11 days,No,No,No,No,No,No,No,No,No,39.0°C,187,Feline Lower Urinary Tract Disease
Cat,Siamese,8.4,Male,4.0,weight loss,diarrhea,,,320 days,No,No,No,Yes,No,No,No,No,No,38.5°C,217,Hyperthyroidism
Cat,Sphynx,11.9,Male,2.8,lethargy,bad breath,,poor appetite,171 days,No,No,No,Yes,No,No,No,No,No,37.8°C,123,Chronic Kidney Disease
Cat,Ragdoll,11.8,Male,8.1,labored breathing,,,rapid breathing,283 days,No,No,Yes,No,No,Yes,Yes,No,No,38.4°C,128,Asthma
Cat,Abyssinian,10.8,Female,3.0,skin lesions,,scabs,,116 days,No,No,No,No,Yes,No,No,No,Yes,38.6°C,137,Skin Allergies
Cat,Domestic Shorthair,12.6,Female,4.3,lethargy,poor appetite,increased thirst,,55 days,No,No,Yes,Yes,Yes,No,No,No,No,37.5°C,133,Chronic Kidney Disease
Cat,Russian Blue,2.1,Male,4.9,abdominal pain,fever,,,5 days,No,No,No,Yes,Yes,No,No,No,No,39.3°C,150,Gastroenteritis
Cat,Bengal,8.8,Male,2.8,increased urination,weakness,,,60 days,Yes,No,No,No,No,No,No,Yes,No,38.5°C,133,Diabetes Mellitus
Cat,American Shorthair,11.1,Female,3.7,increased appetite,poor coat,hyperactivity,,253 days,No,No,No,Yes,Yes,Yes,Yes,No,No,39.5°C,182,Hyperthyroidism
Cat,Birman,12.9,Female,5.4,increased urination,bad breath,,,41 days,No,No,Yes,Yes,No,No,No,No,No,38.1°C,189,Chronic Kidney Disease
Cat,Domestic Shorthair,5.6,Male,3.9,drooling,appetite loss,bad breath,,225 days,No,No,Yes,No,No,No,No,No,No,38.2°C,121,Dental Disease
Cat,Oriental,8.5,Female,4.0,lethargy,,,diarrhea,4 days,No,No,Yes,Yes,Yes,No,No,No,No,39.0°C,195,Gastroenteritis
Cat,Mixed,12.5,Female,5.0,pawing at mouth,,,,77 days,No,No,No,No,No,No,No,No,No,38.3°C,196,Dental Disease
Cat,British Shorthair,5.2,Female,5.4,abdominal pain,,,,3 days,No,No,Yes,Yes,No,No,No,No,No,38.9°C,130,Gastroenteritis
Cat,Ragdoll,5.1,Male,5.9,chronic vomiting,poor coat,,,30 days,No,No,Yes,No,Yes,No,No,No,No,37.9°C,145,Inflammatory Bowel Disease
Cat,Oriental,11.5,Female,4.5,nasal discharge,coughing,,,10 days,Yes,Yes,Yes,No,No,No,No,No,No,40.1°C,187,Upper Respiratory Infection
Cat,American Shorthair,10.5,Male,2.8,hyperactivity,,vomiting,weight loss,62 days,No,Yes,No,No,No,No,Yes,No,Yes,39.0°C,240,Hyperthyroidism
Cat,Siamese,8.1,Male,4.1,weight loss,,increased urination,,131 days,Yes,No,Yes,Yes,No,No,No,No,No,38.5°C,194,Chronic Kidney Disease
Cat,American Shorthair,9.1,Female,5.0,difficulty eating,weight loss,,,263 days,No,Yes,Yes,No,No,No,No,No,No,38.5°C,145,Dental Disease
Cat,Mixed,8.3,Male,4.1,bad breath,bleeding gums,pawing at mouth,bad breath,172 days,No,No,Yes,No,No,No,No,No,No,38.2°C,149,Dental Disease
Cat,Russian Blue,8.1,Female,6.2,abdominal pain,dehydration,,lethargy,7 days,No,No,No,Yes,No,No,No,No,No,39.3°C,143,Gastroenteritis
Cat,Sphynx,9.8,Female,3.4,lethargy,poor appetite,,increased urination,175 days,No,No,Yes,Yes,No,No,No,No,No,38.6°C,164,Chronic Kidney Disease
Cat,Sphynx,14.6,Female,4.3,pawing at mouth,appetite loss,,,163 days,No,No,No,No,No,No,No,No,No,38.7°C,175,Dental Disease
Cat,Abyssinian,7.3,Male,3.3,nasal discharge,,fever,,3 days,Yes,Yes,Yes,No,No,No,No,No,No,40.0°C,196,Upper Respiratory Infection
Cat,Siamese,14.6,Female,3.3,vomiting,,diarrhea,,188 days,No,No,No,Yes,No,No,No,No,No,38.8°C,218,Hyperthyroidism
Cat,Russian Blue,7.0,Male,5.0,bad breath,,bleeding gums,bleeding gums,86 days,No,No,Yes,No,No,No,No,No,No,38.2°C,199,Dental Disease
Cat,Siamese,9.5,Male,4.2,blood in urine,crying while urinating,,,8 days,No,No,No,No,No,No,No,No,No,38.9°C,147,Feline Lower Urinary Tract Disease
Cat,British Shorthair,8.0,Female,5.4,fever,coughing,fever,eye discharge,8 days,Yes,Yes,Yes,No,No,No,Yes,No,No,40.3°C,187,Upper Respiratory Infection
Cat,Sphynx,3.2,Female,4.8,diarrhea,lethargy,,,59 days,No,No,Yes,Yes,Yes,No,No,No,No,38.1°C,151,Inflammatory Bowel Disease
Cat,Oriental,8.7,Male,5.9,abdominal pain,,diarrhea,appetite loss,7 days,No,No,Yes,Yes,Yes,No,No,No,No,39.6°C,141,Gastroenteritis
Cat,Abyssinian,10.9,Male,3.6,hair loss,red skin,scratching,red skin,175 days,No,No,No,No,No,No,No,No,Yes,38.0°C,152,Skin Allergies
Cat,Birman,4.9,Male,4.6,eye discharge,lethargy,,,14 days,Yes,Yes,Yes,No,No,No,No,No,No,40.1°C,139,Upper Respiratory Infection
Cat,Birman,14.3,Female,6.3,sneezing,appetite loss,fever,,6 days,Yes,Yes,Yes,No,Yes,No,No,No,No,40.0°C,149,Upper Respiratory Infection
Cat,Mixed,8.0,Male,4.6,weight loss,lethargy,,,67 days,No,No,Yes,Yes,Yes,No,No,No,No,38.5°C,174,Inflammatory Bowel Disease
Cat,Abyssinian,11.5,Female,3.9,vomiting,,abdominal pain,,2 days,No,Yes,Yes,Yes,Yes,No,No,No,No,39.8°C,200,Gastroenteritis
Cat,Russian Blue,6.4,Male,4.5,diarrhea,dehydration,appetite loss,,5 days,No,No,Yes,Yes,No,No,No,No,No,39.1°C,120,Gastroenteritis
Cat,Bengal,8.3,Male,3.9,sneezing,appetite loss,,,9 days,Yes,Yes,Yes,Yes,No,No,No,No,No,39.5°C,166,Upper Respiratory Infection
Cat,Persian,7.6,Male,5.9,scratching,,scratching,,17 days,No,Yes,No,No,No,No,No,No,Yes,38.2°C,154,Skin Allergies
Cat,Mixed,4.0,Female,5.2,chronic vomiting,gas,,chronic vomiting,58 days,No,No,Yes,Yes,No,No,No,No,No,38.1°C,151,Inflammatory Bowel Disease
Cat,Persian,4.8,Female,5.7,vomiting,appetite loss,,,1 days,Yes,No,Yes,Yes,Yes,No,No,No,No,38.7°C,172,Gastroenteritis
Cat,Maine Coon,10.0,Male,5.7,bad breath,weight loss,bleeding gums,,323 days,No,No,No,No,No,No,No,No,No,38.6°C,137,Dental Disease
Cat,Scottish Fold,3.9,Male,5.6,licking genitals,lethargy,,,6 days,No,No,No,No,No,No,No,No,No,38.6°C,133,Feline Lower Urinary Tract Disease
Cat,Mixed,11.7,Female,5.7,fever,lethargy,,,11 days,Yes,Yes,Yes,No,No,Yes,Yes,No,No,40.3°C,188,Upper Respiratory Infection
Cat,Scottish Fold,8.6,Male,4.9,skin lesions,,scabs,,47 days,No,No,No,No,No,No,No,No,Yes,38.1°C,161,Skin Allergies
Cat,Abyssinian,6.4,Female,4.0,chronic vomiting,,,,170 days,No,No,No,Yes,No,No,No,No,No,37.9°C,169,Inflammatory Bowel Disease
Cat,American Shorthair,14.5,Female,5.6,sneezing,coughing,lethargy,nasal discharge,5 days,Yes,Yes,Yes,No,No,Yes,No,No,No,40.2°C,129,Upper Respiratory Infection
Cat,Scottish Fold,0.3,Male,6.5,fever,appetite loss,,,12 days,Yes,Yes,Yes,No,No,No,No,No,No,40.4°C,148,Upper Respiratory Infection
Cat,Russian Blue,9.1,Female,6.4,diarrhea,fever,dehydration,dehydration,4 days,No,No,No,Yes,Yes,No,No,No,No,39.7°C,121,Gastroenteritis
Cat,Bengal,5.5,Male,4.4,frequent urination,urinating outside box,,urinating outside box,6 days,No,No,Yes,No,No,No,No,No,No,38.9°C,163,Feline Lower Urinary Tract Disease
Cat,Ragdoll,1.2,Female,9.1,vomiting,dehydration,weakness,,4 days,No,No,Yes,Yes,Yes,No,No,No,No,41.2°C,225,Panleukopenia
Cat,Sphynx,9.1,Female,4.4,difficulty eating,appetite loss,,,312 days,Yes,No,Yes,No,No,No,No,No,No,38.8°C,132,Dental Disease
Cat,Domestic Shorthair,8.6,Female,5.0,difficulty eating,weight loss,bad breath,,303 days,No,No,Yes,No,No,No,No,No,No,38.5°C,163,Dental Disease
Cat,Scottish Fold,10.3,Female,3.4,sneezing,coughing,lethargy,eye discharge,6 days,Yes,Yes,No,No,No,Yes,No,No,No,39.7°C,136,Upper Respiratory Infection
Cat,Bengal,1.4,Female,4.9,vomiting,fever,,,6 days,No,No,No,Yes,Yes,No,No,No,No,38.8°C,166,Gastroenteritis
Cat,Oriental,13.2,Female,2.8,increased urination,poor coat,,,274 days,No,No,Yes,No,Yes,No,No,No,No,38.7°C,189,Diabetes Mellitus
Cat,Russian Blue,4.3,Male,4.3,frequent urination,,,,7 days,No,No,No,Yes,No,No,No,No,No,39.0°C,197,Feline Lower Urinary Tract Disease
Cat,British Shorthair,5.8,Male,3.8,difficulty eating,bleeding gums,,,240 days,Yes,No,Yes,No,No,No,No,No,No,38.8°C,192,Dental Disease
Cat,Russian Blue,2.4,Male,5.1,eye discharge,lethargy,,,3 days,Yes,No,Yes,No,No,Yes,Yes,No,No,40.3°C,152,Upper Respiratory Infection
Cat,Persian,0.7,Female,4.6,vomiting,appetite loss,,,7 days,No,No,Yes,Yes,Yes,No,No,No,No,41.0°C,189,Panleukopenia
Cat,Domestic Shorthair,3.5,Female,4.6,fever,,,,5 days,Yes,Yes,Yes,No,No,Yes,No,No,No,40.0°C,176,Upper Respiratory Infection
Cat,Mixed,3.7,Male,3.8,bad breath,weight loss,,,57 days,No,No,No,No,No,No,No,No,No,38.5°C,122,Dental Disease
Cat,Mixed,5.0,Female,5.3,frequent urination,,,,9 days,No,No,No,No,Yes,No,No,No,No,38.7°C,178,Feline Lower Urinary Tract Disease
Cat,Persian,1.6,Female,6.2,infections,fever,,,327 days,Yes,No,Yes,No,No,No,Yes,No,No,38.7°C,123,Feline Leukemia Virus
Cat,Ragdoll,1.3,Female,7.0,eye discharge,appetite loss,,,6 days,Yes,Yes,No,No,No,No,No,No,No,40.0°C,187,Upper Respiratory Infection
Cat,Siamese,9.3,Male,4.6,abdominal pain,,,,1 days,No,No,Yes,Yes,No,No,No,No,No,39.7°C,135,Gastroenteritis
Cat,Birman,12.9,Female,4.8,weight loss,increased thirst,,vomiting,206 days,No,No,No,Yes,Yes,No,No,No,No,38.8°C,185,Hyperthyroidism
Cat,Abyssinian,2.9,Male,4.9,chronic vomiting,,,poor appetite,172 days,No,Yes,Yes,Yes,Yes,No,No,No,No,38.4°C,199,Inflammatory Bowel Disease
Cat,Siamese,11.9,Male,3.6,lethargy,fever,lethargy,,4 days,No,No,No,Yes,Yes,No,No,No,No,39.5°C,152,Gastroenteritis
Cat,Maine Coon,4.8,Female,7.9,drooling,weight loss,,,175 days,No,No,Yes,No,No,No,No,No,No,38.2°C,178,Dental Disease
Cat,American Shorthair,10.5,Male,6.2,skin lesions,scabs,skin lesions,,110 days,No,Yes,No,No,No,No,No,No,Yes,38.3°C,158,Skin Allergies
Cat,Sphynx,3.5,Male,4.8,straining to urinate,,frequent urination,,4 days,No,No,Yes,No,No,No,No,No,No,38.6°C,151,Feline Lower Urinary Tract Disease
Cat,Bengal,8.3,Male,3.2,increased thirst,bad breath,,,48 days,No,No,Yes,No,No,No,No,No,No,37.6°C,165,Chronic Kidney Disease
Cat,Sphynx,9.0,Male,4.4,pawing at mouth,weight loss,appetite loss,weight loss,34 days,No,Yes,Yes,No,No,No,No,No,No,38.1°C,162,Dental Disease
